State,City,City_Count
SC,Hamer,68
VA,Daleville,68
OR,Heppner,68
AL,Fairhope,68
NY,Hampton Bays,68
MA,Wrentham,68
OK,Warr Acres,68
WA,Graham,68
MA,Plainville,68
NY,Cold Spring,68
ME,Gray,68
DE,Dover,68
FL,Wauchula,68
NH,Plaistow,68
KY,Prospect,68
CA,Ross Valley,68
OK,Claremore,68
NY,Clinton,68
IL,Channahon,68
FL,Plantation,68
OH,Medina,67
WA,Eatonville,67
VA,Brodnax,67
IN,Whitestown,67
IL,Western Springs,67
MD,Burtonsville,67
IL,Spring Grove,67
FL,Marathon,67
AL,Wetumpka,67
OH,Zanesville,67
VA,Yorktown,67
IN,Memphis,67
CA,Clarksburg,67
PA,Greencastle,67
AZ,Winslow,67
NJ,Moorestown,67
CT,Derby,67
GA,Warner Robins,67
VA,Mineral,67
CA,Lucerne,67
GA,Dublin,67
CA,Arnold,67
OR,Union,67
NJ,Williamstown,67
OH,Wilmington,67
SC,Ridge Spring,67
MI,Plainwell,67
CT,Colchester,67
NC,Old Fort,67
VA,Ridgeway,67
PA,Mount Pleasant,67
MD,Forest Hill,67
PA,New Castle,67
VA,Fairfield,67
TX,Roanoke,66
MD,Finksburg,66
UT,Roosevelt,66
ME,Freeport,66
OR,Blodgett,66
MS,Vancleave,66
ME,Wells,66
DE,Hockessin,66
WI,Deforest,66
FL,Oakland Park,66
AZ,Rimrock,66
NY,Floral Park,66
VA,Marshall,66
FL,Winter Haven,66
CA,Kyburz,66
MA,Lincoln,66
CA,South Lake Tahoe,66
MN,Chisago City,66
FL,Mary Esther,66
NC,Mc Leansville,66
NY,Dix Hills,66
VA,South Hill,66
SC,North Myrtle Beach,66
CA,Fulton,66
NJ,Cranbury,66
FL,Lecanto,66
CA,Shaver Lake,66
NY,Middle Island,66
WA,Rochester,66
UT,Mona,66
NJ,Vauxhall,66
State,City,City_Count
NJ,Belleville,65
NY,Baldwinsville,65
CA,La Grange,65
WA,Port Angeles,65
IN,Daleville,65
TX,Red Oak,65
VA,Tappahannock,65
UT,Sevier,65
OR,Seal Rock,65
CA,Mckinleyville,65
UT,Saratoga Springs,65
CT,Stafford Springs,65
GA,Winder,65
GA,Avondale Estates,65
NY,Freeport,65
VA,Radford,65
PA,Warrington,65
OR,Aumsville,65
PA,Wampum,65
IL,Sugar Grove,65
CA,Murphys,65
SC,Great Falls,65
OR,Mount Hood Parkdale,65
CT,Sandy Hook,65
OR,Saint Helens,65
OR,Harper,65
CA,Bella Vista,65
VA,New Market,65
OR,Sweet Home,65
WI,Mequon,65
OH,Englewood,65
WI,Stevens Point,65
PA,Newville,65
MA,Amesbury,65
CA,Redwood Valley,65
TN,Kingston,65
TX,Porter,65
MN,Eyota,65
NJ,Haddonfield,65
MI,Coopersville,65
CA,Terra Bella,64
NJ,South Plainfield,64
FL,Santa Rosa Beach,64
FL,Youngstown,64
CA,Stevinson,64
AZ,Gold Canyon,64
VA,Pulaski,64
FL,Jacksonville Beach,64
CA,Aguanga,64
GA,Senoia,64
NE,Valley,64
OR,Timber,64
AL,Duncanville,64
CA,Shingletown,64
LA,Sulphur,64
AL,Eutaw,64
UT,Mantua,64
NJ,Pleasantville,64
OR,Juntura,64
OH,Medway,64
OR,Rockaway Beach,64
OR,Shedd,64
VA,Bedford,64
FL,Elkton,64
IL,Saint Charles,64
OR,Otter Rock,63
FL,Auburndale,63
FL,Bartow,63
WY,Laramie,63
MS,Byram,63
SC,Ruffin,63
NJ,Wyckoff,63
FL,Safety Harbor,63
NH,Keene,63
PA,Bernville,63
CA,Canoga Park,63
WA,Battle Ground,63
IA,Coralville,63
WA,Orting,63
SC,Varnville,63
CA,Twin Peaks,63
MA,Bolton,63
MN,Medford,63
UT,Garland,63
OR,Trail,63
PA,Jeannette,63
NJ,Alpine,63
SC,Green Pond,63
FL,Dunnellon,63
NJ,Passaic,63
OR,Philomath,63
CA,Sheridan,63
State,City,City_Count
CT,Middlebury,62
WY,Cheyenne,62
OH,Burton,62
CA,Pauma Valley,62
PA,Clairton,62
WA,Sedro Woolley,62
IN,Henryville,62
SC,Wedgefield,62
NC,Godwin,62
CA,Occidental,62
VA,Washington,62
CA,Bradley,62
MD,Kensington,62
AL,Loxley,62
SC,Chappells,62
NC,Kings Mountain,62
CA,Paradise,62
OK,Sapulpa,62
WI,Menomonie,62
MA,Shrewsbury,62
KY,Shepherdsville,62
CA,Garberville,62
NH,Lebanon,62
OH,Chillicothe,62
IL,Country Club Hills,62
AL,Heflin,62
MI,Mason,62
NE,Waterloo,62
NY,Bellport,62
SC,Estill,62
PA,Pittston,62
FL,Ponce de Leon,62
VA,Delaplane,61
MI,Davisburg,61
LA,Marrero,61
WA,Kalama,61
FL,Oxford,61
OK,Spencer,61
NM,Gallup,61
MI,Spring Lake,61
CA,Lake Isabella,61
IN,Camby,61
NY,Pawling,61
NH,Pelham,61
CT,Torrington,61
NC,Aberdeen,61
PA,Boyertown,61
FL,Miramar,61
NY,Hillsdale,61
CA,Denair,61
NJ,Southampton,61
OH,Troy,61
PA,Altoona,61
TN,Soddy Daisy,61
CA,Dutch Flat,61
CA,Rescue,61
OH,Elyria,61
ME,Kittery,61
MO,Strafford,61
NJ,Woodbine,61
DE,Smyrna,61
AL,Lincoln,61
MA,Natick,61
TX,Elmendorf,61
CA,Edwards,61
NC,Norlina,61
State,City,City_Count
SC,Mc Bee,60
MA,Seekonk,60
NY,Carle Place,60
TX,Ennis,60
MA,Northborough,60
NM,Deming,60
NC,Creedmoor,60
IA,West Des Moines,60
CA,Taft,60
OH,Brecksville,60
MA,Charlton,60
OH,Ostrander,60
NV,Tonopah,60
VA,Middleburg,60
FL,Monticello,60
ME,Bangor,60
WI,Germantown,60
GA,Ellabell,60
NY,Wyandanch,60
OR,Gales Creek,60
NV,Crescent Valley,60
CA,Adelanto,60
VA,Skippers,60
NV,Overton,60
WA,Washougal,60
PA,Berwyn,60
TX,Mansfield,60
ME,South Portland,60
SC,Cross Hill,60
IN,South Bend,60
MN,Melrose,60
SC,Cope,60
MS,Brandon,60
GA,Midway,60
PA,Tremont,60
IL,Riverwoods,60
NC,Leland,60
MI,Chelsea,60
WI,Baraboo,60
NC,Saint Pauls,60
CA,Blue Lake,59
CA,Sutter Creek,59
NY,Calverton,59
MN,Big Lake,59
GA,Juliette,59
MI,Bridgeport,59
CT,Naugatuck,59
SC,Gresham,59
VA,Boones Mill,59
VA,La Crosse,59
IL,Dekalb,59
VA,Alberta,59
TN,Collierville,59
MN,Excelsior,59
CT,Jewett City,59
NY,New Windsor,59
MI,Birch Run,59
CA,Oak Hills,59
KY,Fort Thomas,59
OR,Carlton,59
MN,Blue Earth,59
MI,Byron,59
GA,Carrollton,59
MA,Pepperell,59
NC,Elkin,59
NJ,Mullica Hill,59
AZ,Cave Creek,59
MN,New Ulm,59
IL,Bloomingdale,59
NY,Southampton,59
NY,Baldwin,59
TX,Galveston,59
NY,Bayport,59
MN,Red Wing,59
SC,Bradley,59
SC,Elloree,59
GA,Peachtree City,59
PA,Shrewsbury,59
MA,Roxbury Crossing,59
NJ,Forked River,59
ID,Caldwell,59
MA,Watertown,59
FL,Clewiston,59
State,City,City_Count
CT,Westbrook,58
AL,Laceys Spring,58
PA,Grantville,58
MN,Hibbing,58
VA,Berryville,58
WA,Liberty Lake,58
IN,Portage,58
PA,Lewistown,58
WA,Sequim,58
IN,Thorntown,58
OH,Stow,58
VA,Bealeton,58
CA,Corcoran,58
FL,Haines City,58
MA,Bellingham,58
OH,Tipp City,58
VA,Bassett,58
WI,Franksville,58
FL,Weeki Wachee,58
GA,Social Circle,58
FL,Malabar,58
FL,Sumterville,58
CA,Hayfork,58
MA,Malden,58
WA,Gold Bar,58
VA,Warfield,58
NJ,Nutley,58
MI,Newport,58
CT,Willington,58
PA,Jim Thorpe,58
MD,Clear Spring,58
PA,Woodland,58
OR,Antelope,57
RI,Wyoming,57
MA,Wareham,57
TX,Lufkin,57
MN,Randolph,57
NC,Monroe,57
IL,Old Mill Creek,57
IL,Tremont,57
WA,Port Ludlow,57
AZ,Congress,57
OH,Macedonia,57
VA,Rustburg,57
MN,Clarks Grove,57
NY,Dover Plains,57
ID,Idaho Falls,57
TX,Socorro,57
NJ,Hasbrouck Heights,57
MN,Grand Rapids,57
CA,French Gulch,57
IL,Matteson,57
WA,Ellensburg,57
NY,Ridge,57
AZ,Littlefield,57
MN,Hampton,57
UT,Orderville,57
MO,Grain Valley,57
OR,Crescent Lake,57
TX,Jonestown,57
CA,Cazadero,57
NJ,Budd Lake,57
MN,Saginaw,57
CA,Pearblossom,57
NY,East Northport,57
MA,Kingston,57
VA,Lovettsville,57
MD,Union Bridge,57
VA,Mc Kenney,57
SC,Cordova,57
CA,Cutler,56
NY,Hastings on Hudson,56
WI,Wisconsin Dells,56
GA,Sharpsburg,56
NJ,Bayville,56
AZ,Superior,56
AZ,Willcox,56
CA,Keene,56
MI,Flat Rock,56
SC,Mc Coll,56
NY,Camden,56
UT,Escalante,56
OH,Lancaster,56
CA,Myers Flat,56
OH,Mount Sterling,56
MA,Auburndale,56
IL,Roscoe,56
NH,Grantham,56
MI,Rockford,56
TX,Ferris,56
AZ,Miami,56
OR,Keno,56
VA,Quicksburg,56
IL,McHenry,56
SC,Jackson,56
SC,Branchville,56
FL,Palatka,56
FL,Lakewood Ranch,56
TX,Texas City,56
NH,New London,56
OR,Canyon City,56
State,City,City_Count
CA,June Lake,55
NJ,Port Murray,55
NY,Austerlitz,55
OR,Bridal Veil,55
GA,Kathleen,55
CO,Fort Lupton,55
NJ,Ocean View,55
MN,Dundas,55
VA,Ruckersville,55
IL,Worth,55
FL,Palmetto Bay,55
CT,East Windsor,55
NY,Ripley,55
FL,Fountain,55
IL,Blue Island,55
OH,Harrison,55
NY,Queens,55
LA,Livingston,55
GA,White,55
MA,Newton Highlands,55
OR,South Beach,55
PA,Bethel,55
MA,Newtonville,55
ID,Pocatello,55
IN,Lawrenceburg,55
OH,Waynesville,55
IA,Crescent,55
WA,Buckley,55
OH,Circleville,54
CA,Coleville,54
KY,Crestwood,54
IL,Orland Park,54
CA,Poway,54
IN,Knightstown,54
CA,Point Reyes Station,54
WV,Scott Depot,54
PA,New Kensington,54
SC,Mayesville,54
CO,Rifle,54
SC,Cleveland,54
WI,Cottage Grove,54
NH,Seabrook,54
UT,Mount Pleasant,54
MO,Joplin,54
IL,Lindenhurst,54
MD,Fort George G Meade,54
NJ,Ridgewood,54
CA,San Marino,54
UT,Huntsville,54
WA,Castle Rock,54
OR,Pleasant Hill,54
MN,Marshall,54
NJ,Egg Harbor City,54
VA,Dublin,54
CA,Lamont,54
AZ,Camp Verde,54
AL,Montevallo,54
FL,Howey in the Hills,54
VA,Burkeville,53
PA,Moosic,53
CA,Georgetown,53
WI,Hudson,53
AL,Anniston,53
PA,Sunbury,53
PA,Landisville,53
CT,Ellington,53
PA,Apollo,53
LA,Keithville,53
NY,Hoosick Falls,53
GA,Grantville,53
NY,Monsey,53
TX,Willis,53
IL,Effingham,53
VA,Oilville,53
PA,East Greenville,53
OH,Solon,53
CA,Emigrant Gap,53
NC,Oxford,53
FL,Clearwater Beach,53
VA,Glade Spring,53
NJ,Hampton,53
TN,Harriman,53
GA,Bonaire,53
MI,New Boston,53
NY,Ozone Park,53
TX,La Marque,53
WA,Greenacres,53
MI,Saint Joseph,53
FL,Callahan,53
VA,Bracey,53
GA,Franklin,53
State,City,City_Count
OH,Holland,52
ME,Biddeford,52
SC,Denmark,52
WI,Stoughton,52
MN,Prior Lake,52
MN,Hutchinson,52
IA,Missouri Valley,52
VA,Hopewell,52
MA,Wellesley,52
GA,Buckhead,52
FL,Coconut Creek,52
TN,Monterey,52
OR,Sublimity,52
NJ,Woodcliff Lake,52
FL,Green Cove Springs,52
NH,Epping,52
MA,Brookline,52
CA,Woodlake,52
IL,Crystal Lake,52
LA,Ponchatoula,52
WV,Hurricane,52
MD,Darlington,52
FL,Doral,52
NC,Troutman,52
OR,Tenmile,52
AL,Wilmer,52
MA,Assonet,52
CA,Willow Creek,52
MN,Glenville,52
SC,Pinewood,52
UT,Huntington,52
PA,Spring Run,52
SC,Silverstreet,52
VA,Blackstone,52
CA,Pine Valley,52
MI,Utica,52
IL,Huntley,52
MD,Edgewater,51
NY,Marcy,51
SC,Society Hill,51
CA,Oak Park,51
TX,Marble Falls,51
NY,Glen Head,51
TX,Belton,51
CT,Niantic,51
LA,Mandeville,51
PA,Coopersburg,51
AL,Attalla,51
NC,Black Mountain,51
NY,Southfields,51
CA,Kings Beach,51
GA,Lake Park,51
MD,Boonsboro,51
WV,Dunbar,51
OH,North Canton,51
GA,Vienna,51
MN,Farmington,51
OR,Rogue River,51
CA,Biggs,51
OR,Bay City,51
MO,Foristell,51
CT,Old Saybrook,51
SC,Mountain Rest,51
CA,Los Molinos,51
NJ,Vincentown,51
OH,Johnstown,51
TX,Seguin,51
FL,Winter Springs,51
CA,Lucerne Valley,51
TX,Cedar Hill,51
OH,Chesterland,51
PA,Paradise,51
CA,Yountville,51
TX,Alvarado,51
PA,Loganton,51
SC,Mountville,51
MN,Scandia,51
CO,Idaho Springs,51
NJ,Jackson,51
MD,Accokeek,51
PA,Murrysville,51
State,City,City_Count
MI,Hartford,50
CA,Aliso Viejo,50
OR,Saint Paul,50
OH,Piqua,50
PA,Fleetwood,50
OH,Wickliffe,50
GA,Peachtree Corners,50
NY,West Sand Lake,50
WV,Bridgeport,50
MI,Albion,50
SC,Greeleyville,50
NV,Spring Creek,50
CA,Desert Center,50
SC,Salley,50
WA,Lacey,50
MN,Avon,50
WI,Osseo,50
AL,Atmore,50
PA,Verona,50
MI,Carleton,50
PA,Akron,50
MS,Meridian,50
PA,East Petersburg,50
NY,Jackson Heights,50
NJ,Oaklyn,50
LA,Alexandria,50
NY,Chestertown,50
WV,Fairmont,50
SC,Smoaks,50
CA,Idyllwild,50
OR,Mount Vernon,50
PA,Lewisburg,50
NJ,Ramsey,50
PA,Charleroi,50
FL,Moore Haven,50
CA,Loleta,50
MD,Smithsburg,50
NJ,Middletown,50
VA,West Point,50
MO,Barnhart,50
FL,Flagler Beach,50
AL,Brewton,50
NY,Port Jervis,50
AL,Remlap,50
NY,Kings Park,50
NJ,Rahway,50
WA,Camas,49
GA,Elko,49
NH,Hudson,49
MD,Jarrettsville,49
MD,Big Pool,49
IN,Michigan City,49
PA,Waynesburg,49
KY,Petersburg,49
NC,Enfield,49
IN,Bloomington,49
MN,Shafer,49
VA,Bland,49
OR,Warren,49
AL,Fort Deposit,49
MN,Brewster,49
PA,East Stroudsburg,49
WA,Quilcene,49
MD,Middle River,49
NJ,Barnegat,49
MI,Bridgman,49
MD,Churchville,49
SC,Hampton,49
CA,Cambria,49
PA,North Versailles,49
MI,Jenison,49
OH,Mason,49
MA,West Springfield,49
SC,Cameron,49
CO,Penrose,49
WV,Nitro,49
MN,Dakota,49
PA,Lake Harmony,49
FL,Lauderhill,49
TX,Mission,49
CA,Los Osos,49
GA,Barnesville,49
WI,Onalaska,49
NV,Sun Valley,49
CO,Salida,49
MA,North Attleboro,49
MA,Somerset,49
CO,Bailey,49
State,City,City_Count
OH,Sylvania,48
IL,Mount Prospect,48
GA,Riverdale,48
CA,Knights Landing,48
MN,Brook Park,48
LA,Greenwood,48
RI,West Warwick,48
OH,Northwood,48
NY,Mineola,48
GA,Powder Springs,48
OH,Lakewood,48
AZ,Globe,48
IN,Hagerstown,48
OR,Haines,48
MA,East Falmouth,48
ID,Jerome,48
OK,Luther,48
NC,Advance,48
AL,Trussville,48
CO,Canon City,48
NY,Rexford,48
TN,Heiskell,48
FL,Williston,48
UT,Blanding,48
NC,Harrisburg,48
WA,Coupeville,48
MA,East Boston,48
UT,Honeyville,48
CA,Beverly Hills,48
IA,Grinnell,48
IN,Crawfordsville,48
NJ,Franklin Lakes,48
AL,Oxford,48
MS,Nesbit,48
NY,Granville,48
OH,Rocky River,48
SC,Green Sea,48
NC,Rocky Mount,48
GA,Dallas,48
MD,Odenton,48
TX,Live Oak,48
MO,Herculaneum,47
MI,Fennville,47
AR,Benton,47
NC,Princeton,47
MO,Oak Grove,47
PA,Southampton,47
FL,Fernandina Beach,47
IL,Lyons,47
MI,Climax,47
NY,Boonville,47
CA,McClellan,47
GA,Norwood,47
SC,Blackville,47
IL,Moline,47
CA,Esparto,47
PA,White Haven,47
AZ,Fort Mohave,47
LA,Sorrento,47
OR,Hebo,47
NV,Stateline,47
NY,Johnson City,47
LA,Rayne,47
WA,Brinnon,47
MN,Glencoe,47
UT,South Salt Lake,47
VA,Burke,47
NJ,Boonton,47
OR,Riley,47
GA,Washington,47
FL,Avon Park,47
GA,Blythe,47
MN,Foley,47
VA,Madison Heights,47
NJ,Medford,47
OH,Painesville,47
OH,New Carlisle,47
PA,Mount Wolf,47
UT,Dugway,47
WA,Cheney,47
NY,Elmont,47
LA,Monroe,47
IL,Mchenry,47
NJ,Netcong,47
IL,Homer Glen,47
FL,Sunrise,47
CA,Shafter,47
OH,Plain City,47
WI,Black River Falls,47
State,City,City_Count
KY,Frankfort,46
OK,Sand Springs,46
NC,Southern Pines,46
PA,Duncansville,46
CA,Boulevard,46
MN,Onamia,46
GA,Dry Branch,46
OH,Orient,46
CA,Markleeville,46
OH,North Ridgeville,46
IA,Marion,46
PA,Ligonier,46
NY,Northport,46
NY,Amenia,46
FL,Silver Springs,46
CO,Conifer,46
PA,Strasburg,46
FL,Hernando,46
CA,Alviso,46
NY,East Setauket,46
SC,Coosawhatchie,46
IL,Marengo,46
FL,Perry,46
TX,Sanger,46
WA,Elma,46
NY,Vestal,46
NH,Plymouth,46
IL,Wheeling,46
OH,Saint Clairsville,46
NY,North Chili,46
NH,Candia,46
CO,Lafayette,46
IA,Bondurant,46
OH,Marion,46
NC,Newton,46
AL,Knoxville,46
SC,Cades,46
FL,Miami Shores,46
PA,Dauphin,46
KY,Taylor Mill,46
AZ,Seligman,46
CA,Leggett,46
CA,Camptonville,46
TN,Newport,46
SC,Salters,46
IA,Elkhart,46
WA,Kingston,46
MA,Holyoke,46
UT,Delta,46
TN,Maryville,46
AL,Mountain Brk,46
TN,Limestone,46
State,City,City_Count
NJ,Howell,45
FL,Gulfport,45
NJ,Glassboro,45
VA,Moseley,45
MI,South Haven,45
VA,Elkton,45
PA,Boalsburg,45
PA,Crum Lynne,45
TX,Odessa,45
IA,Mitchellville,45
NH,Enfield,45
CA,Monte Rio,45
WI,Mosinee,45
TN,Telford,45
MD,Lothian,45
MI,Allendale,45
SC,Clio,45
MI,Mattawan,45
OH,Thornville,45
MN,Kimball,45
WA,Mukilteo,45
ME,New Gloucester,45
FL,Havana,45
OH,Fairfield,45
WA,Medina,45
GA,Brookhaven,45
TN,Cedar Hill,45
MA,Palmer,45
SC,Ravenel,45
KS,Edgerton,45
NY,Greenwich,45
CA,Foothill Ranch,45
OH,Wapakoneta,45
NC,Waxhaw,45
AZ,Golden Valley,45
CA,Friant,45
NC,Conover,45
MD,Clarksville,45
MS,Diberville,45
NY,Lynbrook,45
CT,Stonington,45
SC,Springfield,45
FL,Loxahatchee,45
MN,Motley,45
PA,Muncy,45
IL,Cicero,45
MD,Mechanicsville,45
MA,Swansea,45
NC,Weaverville,45
TN,Monteagle,45
NC,Sanford,45
NC,Marion,45
MN,Lake Crystal,45
NY,Oceanside,45
OH,Ashland,45
UT,Milford,45
MN,Clear Lake,45
SC,Sunset,45
AL,Tuscumbia,45
CA,Gerber,45
AZ,Oracle,45
WA,Goldendale,45
CO,Gypsum,44
CT,Marlborough,44
WA,Montesano,44
AL,Coker,44
CA,Weed,44
MD,Cambridge,44
NY,Schaghticoke,44
NJ,Parlin,44
GA,Unadilla,44
NC,Linwood,44
UT,Kanab,44
MD,Severna Park,44
CA,Wofford Heights,44
PA,Duncannon,44
IL,Caseyville,44
VA,Farmville,44
AL,Georgiana,44
NJ,Randolph,44
CA,Browns Valley,44
MN,Zimmerman,44
NJ,Gibbstown,44
TX,Argyle,44
PA,Tyrone,44
OR,Cornelius,44
CO,Bennett,44
MD,Sparrows Point,44
NJ,Plainfield,44
TX,Corpus Christi,44
MN,Windom,44
PA,Stewartstown,44
NY,Shoreham,44
NJ,Wall Township,44
NJ,Pedricktown,44
IN,Brazil,44
CA,Atherton,44
CA,Arleta,44
MD,Belcamp,44
MI,Portland,44
OH,Hudson,44
TN,Pioneer,44
OR,Helix,44
FL,Pierson,44
MD,Andrews Air Force Base,44
PA,Shamokin,44
OH,Blacklick,44
MI,Lapeer,44
NY,Elizaville,44
FL,Bowling Green,44
GA,Townsend,44
SC,Gadsden,44
SC,Calhoun Falls,44
CA,Dulzura,44
NJ,Hawthorne,44
CO,Centennial,44
OR,Alsea,44
State,City,City_Count
PA,Windsor,43
PA,Snow Shoe,43
OH,Willoughby,43
NJ,Oxford,43
VA,Chatham,43
FL,Caryville,43
GA,Pembroke,43
CA,Angwin,43
CA,Glenn,43
TN,Silver Point,43
SC,Pineville,43
FL,Hastings,43
SC,Carlisle,43
MD,Street,43
IA,Adel,43
FL,Lake Panasoffkee,43
CA,Madison,43
GA,Fortson,43
FL,De Leon Springs,43
IN,Frankfort,43
MD,La Plata,43
PA,Douglassville,43
CO,Sedalia,43
PA,Beaver Falls,43
CT,Dayville,43
NY,Croton On Hudson,43
MA,Berlin,43
MN,Barnum,43
CT,Mystic,43
IL,Morris,43
IL,Lakemoor,43
UT,Toquerville,43
PA,Ruffs Dale,43
PA,Leechburg,43
WI,Marshall,43
PA,Homestead,43
WA,Deming,43
OH,Monroe,43
PA,Fort Littleton,43
IN,Demotte,43
PA,Huntingdon,43
CT,Storrs Mansfield,43
CA,Somerset,43
AR,Springdale,43
NJ,Somers Point,43
NY,North Bellmore,43
NE,Blair,43
MA,North Chelmsford,43
MA,Oxford,43
AZ,Wittmann,43
NY,Whitesboro,43
OH,Cambridge,43
AL,Somerville,43
State,City,City_Count
MN,Adrian,42
MD,Kingsville,42
AZ,Morristown,42
VA,Lawrenceville,42
MN,Moose Lake,42
FL,St Pete Beach,42
WI,Elkhorn,42
NC,Carthage,42
VA,Afton,42
MS,Laurel,42
CA,Garden Valley,42
MD,Emmitsburg,42
FL,Niceville,42
FL,Campbellton,42
NJ,Florham Park,42
CA,McArthur,42
CA,Mountain Center,42
OR,Colton,42
CA,Belvedere Tiburon,42
GA,Kingsland,42
TN,Fall Branch,42
SC,Blackstock,42
NC,Thomasville,42
CA,McKinleyville,42
WA,Carnation,42
MI,Union Pier,42
PA,Glenshaw,42
FL,Sanibel,42
PA,Mars,42
CT,Pomfret Center,42
NY,Stanfordville,42
MO,Rolla,42
MI,Martin,42
FL,Key West,42
TN,Jasper,42
KY,Bowling Green,42
IL,Glencoe,42
AR,Fayetteville,42
MI,Cedar Springs,42
MA,Harwich,42
NJ,Asbury Park,42
WA,Hoquiam,42
CA,Nice,42
NY,La Fayette,42
CA,La Habra,42
MO,De Soto,42
TX,Edinburg,42
NY,Chester,42
AL,Moody,42
IL,Hainesville,42
MD,Boyds,42
TX,Forest Hill,42
GA,Jasper,42
CA,Magalia,42
IN,Spiceland,42
NY,Castleton On Hudson,41
NY,Ancram,41
OH,Wadsworth,41
PA,Centre Hall,41
TN,Mason,41
MA,East Walpole,41
OH,North Jackson,41
AL,Foley,41
NJ,Montvale,41
OR,Condon,41
CA,Twain Harte,41
GA,Mableton,41
GA,Summerville,41
MN,Waseca,41
MI,Watervliet,41
CA,Piru,41
MN,New London,41
VA,Greenwood,41
NC,Hampstead,41
GA,Clarkesville,41
NM,Moriarty,41
TX,Abilene,41
NY,Mount Sinai,41
IN,Fremont,41
CT,Beacon Falls,41
MO,Union,41
NY,Manlius,41
TX,Huntsville,41
MN,Cloquet,41
PA,Lock Haven,41
NY,Wingdale,41
MA,North Dartmouth,41
OR,Fossil,41
CA,Durham,41
IL,Oak Forest,41
CA,Frazier Park,41
PA,West Mifflin,41
NY,Whitehall,41
VA,Toano,41
VA,South Boston,41
PA,Mc Kees Rocks,41
ME,Yarmouth,41
MI,Okemos,41
NY,Hamlin,41
LA,Walker,41
SC,Patrick,41
NJ,Flanders,41
MO,Saint Joseph,41
ME,York,41
OR,Richland,41
IL,Batavia,41
AZ,Munds Park,41
OR,Deer Island,41
UT,Portage,41
NJ,Bloomsbury,41
WV,Ripley,41
CA,Panorama City,41
OH,Carroll,41
CA,Snelling,41
AZ,Tuba City,41
WI,Slinger,41
State,City,City_Count
CA,Trinidad,40
MD,Adamstown,40
WA,Bonney Lake,40
AL,Midland City,40
PA,Everett,40
SC,Sharon,40
WA,Tukwila,40
PA,Gordonville,40
CA,Angelus Oaks,40
OR,Winston,40
NY,Glens Falls,40
WV,Barboursville,40
MN,Osakis,40
MA,Gloucester,40
PA,Highspire,40
IL,Lockport,40
LA,Harvey,40
TN,Columbia,40
FL,Rocky Point,40
NY,Fort Ann,40
IN,Remington,40
OR,Spray,40
IL,Woodstock,40
OH,Maineville,40
CT,Lebanon,40
NC,Wade,40
MO,Villa Ridge,40
CA,Kenwood,40
OR,Warm Springs,40
TX,Midland,40
MN,Lakefield,40
CT,Somers,40
WA,Toledo,40
VA,Charles City,40
PA,Fredericksburg,40
VA,Gretna,40
WI,Plover,40
CA,Blairsden Graeagle,40
NJ,Scotch Plains,40
KY,Richmond,40
MN,Courtland,40
KY,Crestview Hills,40
MA,Salisbury,40
VA,Waterford,40
NJ,Paulsboro,40
CO,Georgetown,40
NC,Asheboro,40
OH,Sidney,40
OH,Eaton,40
NV,Schurz,40
CA,Pacheco,40
IL,Proviso,40
NC,Connelly Springs,40
WA,Sultan,40
MN,Saint Charles,40
OK,Piedmont,40
IN,Nappanee,40
State,City,City_Count
VA,Draper,39
IL,Kildeer,39
UT,Henefer,39
TN,Holladay,39
SC,New Ellenton,39
MN,Sandstone,39
IL,Willow Springs,39
PA,Littlestown,39
PA,Glen Mills,39
MD,Takoma Park,39
CA,Buellton,39
OH,North Baltimore,39
PA,Mercer,39
OR,Beatty,39
OH,Seville,39
CA,Tupman,39
PA,York Springs,39
WI,Wilson,39
MA,South Weymouth,39
MA,East Sandwich,39
IL,Mount Vernon,39
AL,Trafford,39
AZ,Ajo,39
NV,Mound House,39
MA,Norton,39
PA,Tannersville,39
GA,Homer,39
OR,Mount Angel,39
TX,Laredo,39
VA,Rockingham,39
VA,Rural Retreat,39
PA,New Columbia,39
CA,Los Olivos,39
IL,Minooka,39
VA,Rockville,39
CA,Gold Run,39
PA,Delta,39
KY,Crescent Springs,39
NV,Battle Mountain,39
NC,Flat Rock,39
MI,Dimondale,39
NY,Harriman,39
NY,College Point,39
NH,Auburn,39
FL,Lithia,39
GA,Ball Ground,39
GA,Riceboro,38
FL,Mulberry,38
NJ,Marmora,38
LA,Norco,38
CA,Janesville,38
GA,Mcdonough,38
TX,Amarillo,38
MI,New Buffalo,38
NY,Far Rockaway,38
VA,Moneta,38
MI,Dexter,38
MN,Brownton,38
MN,Becker,38
NY,Orchard Park,38
GA,Wildwood,38
CO,Grand Junction,38
PA,Jersey Shore,38
CA,Philo,38
MI,Genesee,38
CA,Cedarpines Park,38
CT,Bloomfield,38
WI,Kaukauna,38
AL,Springville,38
OR,Sumpter,38
GA,Resaca,38
NJ,Saddle River,38
VA,Greenville,38
OH,Millersport,38
MN,Jackson,38
CA,Woodside,38
CA,Yucca Valley,38
AL,Ardmore,38
SC,Fort Lawn,38
GA,Cordele,38
NJ,Morganville,38
CO,Fort Morgan,38
GA,Metter,38
TN,Greeneville,38
PA,Myerstown,38
CA,Helendale,38
GA,Leesburg,38
PA,Halifax,38
PA,Eighty Four,38
CO,Black Forest-Peyton,38
IL,Rochelle,38
IL,Decatur,38
CA,Temple City,38
IL,Edwardsville,38
PA,Scotrun,38
NY,Massapequa Park,38
